object,split,label,image,height,width,aspect_ratio,mean_r,mean_g,mean_b,brightness_mean,brightness_std,contrast
candle,train,normal,candle/Data/Images/Normal/0247.JPG,1168,1284,1.0993150684931507,116.35353987965689,91.14199793026928,63.89348088166261,95.54220943754534,86.51572921275351,86.51572921275351
candle,train,normal,candle/Data/Images/Normal/0883.JPG,1168,1284,1.0993150684931507,123.6773987272223,94.49854772116247,62.75336597960142,99.6210765800367,86.04412091111044,86.04412091111044
candle,test,normal,candle/Data/Images/Normal/0908.JPG,1168,1284,1.0993150684931507,122.14547126381599,94.44274233986259,64.76518558229847,99.39306613536466,87.14267119468433,87.14267119468433
candle,train,normal,candle/Data/Images/Normal/0808.JPG,1168,1284,1.0993150684931507,123.28375781483378,94.22270275892971,62.47757036017582,99.32058155165792,85.88048590401671,85.88048590401671
candle,train,normal,candle/Data/Images/Normal/0410.JPG,1168,1284,1.0993150684931507,121.2462439455042,93.89831847714761,63.52781067298255,98.65510244633636,87.56947020685313,87.56947020685313
candle,train,normal,candle/Data/Images/Normal/0082.JPG,1168,1284,1.0993150684931507,119.19793133614988,92.4807563052106,63.47596538535399,97.20400450219776,87.46552464453237,87.46552464453237
candle,train,normal,candle/Data/Images/Normal/0869.JPG,1168,1284,1.0993150684931507,122.23204655293816,94.01468615307472,63.30766773887253,99.00135025924978,86.05361242403312,86.05361242403312
candle,train,normal,candle/Data/Images/Normal/0735.JPG,1168,1284,1.0993150684931507,118.95786591025477,89.77148012418384,59.93874623927794,95.10377659177229,84.89014598783247,84.89014598783247
candle,test,normal,candle/Data/Images/Normal/0582.JPG,1168,1284,1.0993150684931507,118.64784571971151,91.29594215422695,62.248292338795714,96.20418453676439,86.04570762020954,86.04570762020954
candle,test,normal,candle/Data/Images/Normal/0833.JPG,1168,1284,1.0993150684931507,124.43149818098408,94.63997154120258,61.30188596210473,99.76250506763965,86.10347353902644,86.10347353902644
candle,test,normal,candle/Data/Images/Normal/0984.JPG,1168,1284,1.0993150684931507,126.29755112981692,97.43968441940852,61.82231455106047,102.03355377565826,87.00794167021613,87.00794167021613
candle,train,normal,candle/Data/Images/Normal/0495.JPG,1168,1284,1.0993150684931507,119.71263349229719,93.26762205010029,65.05793512354371,98.01345124930653,87.14649609724677,87.14649609724677
candle,train,normal,candle/Data/Images/Normal/0081.JPG,1168,1284,1.0993150684931507,120.05343625976188,93.04686499807963,64.01244038855461,97.86504208808091,87.31004825567386,87.31004825567386
candle,train,normal,candle/Data/Images/Normal/0277.JPG,1168,1284,1.0993150684931507,117.46747242137157,91.2089681218794,63.22587536807067,95.9221870599155,86.80979237850431,86.80979237850431
candle,train,normal,candle/Data/Images/Normal/0076.JPG,1168,1284,1.0993150684931507,118.8603645233218,92.58472093308582,64.54338766376478,97.30082375816157,87.66124793029995,87.66124793029995
candle,train,normal,candle/Data/Images/Normal/0568.JPG,1168,1284,1.0993150684931507,119.67083279989758,92.03205948875518,62.82805431976273,97.0126610975974,85.77598661364532,85.77598661364532
candle,test,normal,candle/Data/Images/Normal/0846.JPG,1168,1284,1.0993150684931507,123.42899636730252,93.47774506038493,58.70934619446934,98.48869716318866,85.46608369182307,85.46608369182307
candle,train,normal,candle/Data/Images/Normal/0213.JPG,1168,1284,1.0993150684931507,114.35449673003883,90.10639376093543,64.38879198139377,94.37507134703196,87.21916956190161,87.21916956190161
candle,test,normal,candle/Data/Images/Normal/0024.JPG,1168,1284,1.0993150684931507,119.86630099645798,92.09777543955106,61.808387877139076,96.98421363568472,87.09965061471961,87.09965061471961
candle,train,normal,candle/Data/Images/Normal/0705.JPG,1168,1284,1.0993150684931507,122.23902722656084,90.33506633273589,54.54215275999658,95.82003344642172,85.51469040627816,85.51469040627816
candle,train,normal,candle/Data/Images/Normal/0562.JPG,1168,1284,1.0993150684931507,120.69400058144497,92.97309016664533,62.979153997567536,97.88202801604575,86.35548338329455,86.35548338329455
candle,test,normal,candle/Data/Images/Normal/0583.JPG,1168,1284,1.0993150684931507,121.16571381705288,93.10948435432937,63.560440271198736,98.12998762429054,87.77535038641764,87.77535038641764
candle,test,normal,candle/Data/Images/Normal/0048.JPG,1168,1284,1.0993150684931507,119.40584725600648,91.82069423996074,62.12201275978321,96.72855721631886,86.94514312416334,86.94514312416334
candle,train,normal,candle/Data/Images/Normal/0178.JPG,1168,1284,1.0993150684931507,120.37869337579482,92.72174724213716,63.30049969594162,97.69329911342977,86.84604175056309,86.84604175056309
candle,test,normal,candle/Data/Images/Normal/0296.JPG,1168,1284,1.0993150684931507,120.96459320189476,90.31875386740921,55.14531056629539,95.48530584538898,85.96119807031596,85.96119807031596
candle,train,normal,candle/Data/Images/Normal/0285.JPG,1168,1284,1.0993150684931507,120.50986922822516,90.22592204369906,55.50138426577903,95.32652669312507,86.19812379531889,86.19812379531889
candle,test,normal,candle/Data/Images/Normal/0500.JPG,1168,1284,1.0993150684931507,119.17554770515939,92.17553436926556,63.15622799577519,96.9787672566466,86.83189418988913,86.83189418988913
candle,test,normal,candle/Data/Images/Normal/0740.JPG,1168,1284,1.0993150684931507,119.06869185550292,90.28595490334145,60.992432547049034,95.5782850307259,85.21465201704248,85.21465201704248
candle,train,normal,candle/Data/Images/Normal/0958.JPG,1168,1284,1.0993150684931507,120.72502187086587,94.0144821138992,65.38509927239363,98.80187395980028,87.07191213230418,87.07191213230418
candle,test,normal,candle/Data/Images/Normal/0665.JPG,1168,1284,1.0993150684931507,123.21166063884266,91.88388970682371,55.878536012247686,97.17225507297401,86.09575881145213,86.09575881145213
candle,train,normal,candle/Data/Images/Normal/0113.JPG,1168,1284,1.0993150684931507,119.3818099741817,92.74499303866342,64.2695177474075,97.51441743481415,86.76362904403278,86.76362904403278
candle,test,normal,candle/Data/Images/Normal/0952.JPG,1168,1284,1.0993150684931507,122.66878040583792,94.45158870503137,63.48832709213502,99.39046897004225,86.71755442026648,86.71755442026648
candle,train,normal,candle/Data/Images/Normal/0020.JPG,1168,1284,1.0993150684931507,121.95922950539837,92.4543439006956,57.22409702662911,97.28514141381812,86.64297448120061,86.64297448120061
candle,test,normal,candle/Data/Images/Normal/0516.JPG,1168,1284,1.0993150684931507,118.7192901036999,92.27118273375154,64.14407832970598,97.03777658643793,87.013759829092,87.013759829092
candle,test,normal,candle/Data/Images/Normal/0807.JPG,1168,1284,1.0993150684931507,122.96736373383689,94.1464907928989,62.949412953953825,99.2356092369735,85.97865233910129,85.97865233910129
candle,test,normal,candle/Data/Images/Normal/0551.JPG,1168,1284,1.0993150684931507,121.50680397302949,92.43307848440234,57.99759220436991,97.2157327540221,86.60721221131483,86.60721221131483
candle,train,normal,candle/Data/Images/Normal/0950.JPG,1168,1284,1.0993150684931507,123.28213950411812,94.94272233602184,63.57090428028848,99.86464401165024,86.5854077924212,86.5854077924212
candle,train,normal,candle/Data/Images/Normal/0818.JPG,1168,1284,1.0993150684931507,123.39678684974182,94.02675046942346,62.07774159305253,99.18638178530277,86.14315491851873,86.14315491851873
candle,train,normal,candle/Data/Images/Normal/0242.JPG,1168,1284,1.0993150684931507,116.81621404643025,90.8050872434174,62.973173515981735,95.47171990355481,86.66554649788687,86.66554649788687
candle,test,normal,candle/Data/Images/Normal/0399.JPG,1168,1284,1.0993150684931507,119.29439519054326,92.27043525690266,63.64256537255153,97.12426252507149,86.62739699343156,86.62739699343156
candle,train,normal,candle/Data/Images/Normal/0251.JPG,1168,1284,1.0993150684931507,114.86465334677591,90.07140904386975,63.205435443605175,94.38900002133742,86.64346290355189,86.64346290355189
candle,train,normal,candle/Data/Images/Normal/0742.JPG,1168,1284,1.0993150684931507,119.04497330154057,90.03572485917296,60.349734482353945,95.3314396364102,85.47005883155452,85.47005883155452
candle,test,normal,candle/Data/Images/Normal/0561.JPG,1168,1284,1.0993150684931507,119.0521773513848,91.75879235479879,63.041402615968934,96.6502235095805,85.76155488563408,85.76155488563408
candle,train,normal,candle/Data/Images/Normal/0793.JPG,1168,1284,1.0993150684931507,122.34309920838135,93.03375714803909,61.62128261959629,98.23841710941834,85.66581825298307,85.66581825298307
candle,test,normal,candle/Data/Images/Normal/0078.JPG,1168,1284,1.0993150684931507,118.94677044659241,92.32085960504416,64.14939068301113,97.13407374215849,87.00530250987384,87.00530250987384
candle,train,normal,candle/Data/Images/Normal/0550.JPG,1168,1284,1.0993150684931507,120.87556144113003,91.57559718132548,57.70869807002945,96.48729422715829,86.4549973503084,86.4549973503084
candle,train,normal,candle/Data/Images/Normal/0405.JPG,1168,1284,1.0993150684931507,120.83856900524901,93.24027413263346,64.03569485341185,98.19844476806213,86.78621323971306,86.78621323971306
candle,train,normal,candle/Data/Images/Normal/0636.JPG,1168,1284,1.0993150684931507,123.6928176876627,92.49729281355354,56.876434942175564,97.78344708850766,85.92792906131864,85.92792906131864
candle,train,normal,candle/Data/Images/Normal/0771.JPG,1168,1284,1.0993150684931507,119.94251096210472,91.11435929031707,61.619062860069135,96.4303626296249,84.93237397560696,84.93237397560696
candle,train,normal,candle/Data/Images/Normal/0202.JPG,1168,1284,1.0993150684931507,119.25171499594589,91.71940279200273,62.29582079759314,96.64820378846072,86.89914450150478,86.89914450150478
candle,test,normal,candle/Data/Images/Normal/0629.JPG,1168,1284,1.0993150684931507,122.53288097981479,91.29714038428712,55.95614891392481,96.62529138928008,85.85970294822705,85.85970294822705
candle,test,normal,candle/Data/Images/Normal/0564.JPG,1168,1284,1.0993150684931507,120.25127357786029,92.63086712648828,62.7717728470533,97.52899623394359,86.61441935255364,86.61441935255364
candle,train,normal,candle/Data/Images/Normal/0822.JPG,1168,1284,1.0993150684931507,122.0552859482354,93.54176535228098,62.8142443349123,98.59808283190372,86.22421701471306,86.22421701471306
candle,test,normal,candle/Data/Images/Normal/0591.JPG,1168,1284,1.0993150684931507,121.07725083215978,92.4277561291768,62.15855977681048,97.5738275082149,86.15141563915739,86.15141563915739
candle,train,normal,candle/Data/Images/Normal/0749.JPG,1168,1284,1.0993150684931507,118.99431024089958,89.7291413284684,60.10096605214868,95.09927839478513,84.70668604726735,84.70668604726735
candle,test,normal,candle/Data/Images/Normal/0782.JPG,1168,1284,1.0993150684931507,120.77453937822729,91.34735669248495,61.04959152157214,96.70900879635556,85.20261672626451,85.20261672626451
candle,train,normal,candle/Data/Images/Normal/0744.JPG,1168,1284,1.0993150684931507,117.9132740152776,89.81011220821064,61.049783558443224,94.98851312785388,85.27333925412353,85.27333925412353
candle,train,normal,candle/Data/Images/Normal/0409.JPG,1168,1284,1.0993150684931507,121.04409713331626,93.60349120364444,63.49781224661802,98.4155144454402,87.60470099041244,87.60470099041244
candle,train,normal,candle/Data/Images/Normal/0034.JPG,1168,1284,1.0993150684931507,120.1648349816498,93.61098664276875,64.91694405325822,98.33610986642769,87.63700267243368,87.63700267243368
candle,train,normal,candle/Data/Images/Normal/0967.JPG,1168,1284,1.0993150684931507,122.72557731084368,94.60987109525028,62.64887258353604,99.39772769705117,86.94231778201524,86.94231778201524
candle,train,normal,candle/Data/Images/Normal/0931.JPG,1168,1284,1.0993150684931507,122.13575206439637,94.60607236589425,64.91272857722016,99.49844436798531,87.05822129637366,87.05822129637366
candle,train,normal,candle/Data/Images/Normal/0999.JPG,1168,1284,1.0993150684931507,125.36346311825204,97.53297833183971,65.86728451862757,102.27685315580591,86.62745673919983,86.62745673919983
candle,train,normal,candle/Data/Images/Normal/0580.JPG,1168,1284,1.0993150684931507,119.57566319399992,91.48979737442923,61.93975376605642,96.57172910532155,85.49716995906319,85.49716995906319
candle,train,normal,candle/Data/Images/Normal/0815.JPG,1168,1284,1.0993150684931507,123.2563612213545,93.5295743449409,60.98032022148252,98.7279757713481,85.6280662994415,85.6280662994415
candle,test,normal,candle/Data/Images/Normal/0920.JPG,1168,1284,1.0993150684931507,122.77493545427389,94.98162980625614,65.13723968335253,99.93702990974268,86.7581471117942,86.7581471117942
candle,train,normal,candle/Data/Images/Normal/0660.JPG,1168,1284,1.0993150684931507,122.29097453377715,90.75065345879742,55.07566519438399,96.14178989032561,85.68964244333273,85.68964244333273
candle,test,normal,candle/Data/Images/Normal/0375.JPG,1168,1284,1.0993150684931507,118.5951215966799,93.91166904045576,68.01069005249008,98.30840454700636,87.9477043527254,87.9477043527254
candle,test,normal,candle/Data/Images/Normal/0686.JPG,1168,1284,1.0993150684931507,123.33536572355226,91.45778189412367,55.835335050996456,96.95522607007211,85.57342482764429,85.57342482764429
candle,test,normal,candle/Data/Images/Normal/0469.JPG,1168,1284,1.0993150684931507,120.59183563244143,94.55421974352409,66.42208970789058,99.16010407331541,87.52754835694765,87.52754835694765
candle,train,normal,candle/Data/Images/Normal/0050.JPG,1168,1284,1.0993150684931507,120.24148836576623,92.81991742414543,62.93714259804549,97.66423553322238,87.4651148132398,87.4651148132398
candle,test,normal,candle/Data/Images/Normal/0423.JPG,1168,1284,1.0993150684931507,122.17907171510264,94.55454047177058,63.56963470319635,99.32153706845048,87.45872956660303,87.45872956660303
candle,train,normal,candle/Data/Images/Normal/0307.JPG,1168,1284,1.0993150684931507,117.37385844748859,90.42562305295951,61.9119177548756,95.2321579076516,85.6106789671593,85.6106789671593
candle,test,normal,candle/Data/Images/Normal/0778.JPG,1168,1284,1.0993150684931507,121.86407256859984,91.9258437620023,60.296710301711265,97.27944565356549,85.63665154154914,85.63665154154914
candle,train,normal,candle/Data/Images/Normal/0053.JPG,1168,1284,1.0993150684931507,120.14860186489139,92.50009801881961,62.419835941834165,97.37368708125294,86.95518653901016,86.95518653901016
