object,split,image,mask,mask_height,mask_width,defect_pixels,total_pixels,defect_area_ratio
candle,test,candle/Data/Images/Anomaly/054.JPG,candle/Data/Masks/Anomaly/054.png,1168,1284,62,1499712,4.1341270857337945e-05
candle,test,candle/Data/Images/Anomaly/027.JPG,candle/Data/Masks/Anomaly/027.png,1168,1284,979,1499712,0.000652792002731191
candle,test,candle/Data/Images/Anomaly/089.JPG,candle/Data/Masks/Anomaly/089.png,1168,1284,12007,1499712,0.008006203857807365
candle,test,candle/Data/Images/Anomaly/001.JPG,candle/Data/Masks/Anomaly/001.png,1168,1284,3232,1499712,0.002155080442111552
candle,test,candle/Data/Images/Anomaly/069.JPG,candle/Data/Masks/Anomaly/069.png,1168,1284,10162,1499712,0.006775967652455938
candle,test,candle/Data/Images/Anomaly/074.JPG,candle/Data/Masks/Anomaly/074.png,1168,1284,3427,1499712,0.0022851054069047924
candle,test,candle/Data/Images/Anomaly/002.JPG,candle/Data/Masks/Anomaly/002.png,1168,1284,3225,1499712,0.0021504128792728203
candle,test,candle/Data/Images/Anomaly/085.JPG,candle/Data/Masks/Anomaly/085.png,1168,1284,7973,1499712,0.00531635407331541
candle,test,candle/Data/Images/Anomaly/040.JPG,candle/Data/Masks/Anomaly/040.png,1168,1284,163,1499712,0.00010868753467332395
candle,test,candle/Data/Images/Anomaly/013.JPG,candle/Data/Masks/Anomaly/013.png,1168,1284,1495,1499712,0.0009968580634148424
candle,test,candle/Data/Images/Anomaly/075.JPG,candle/Data/Masks/Anomaly/075.png,1168,1284,736,1499712,0.0004907608927580763
candle,test,candle/Data/Images/Anomaly/029.JPG,candle/Data/Masks/Anomaly/029.png,1168,1284,1752,1499712,0.0011682242990654205
candle,test,candle/Data/Images/Anomaly/034.JPG,candle/Data/Masks/Anomaly/034.png,1168,1284,3702,1499712,0.0024684739469978236
candle,test,candle/Data/Images/Anomaly/092.JPG,candle/Data/Masks/Anomaly/092.png,1168,1284,4454,1499712,0.002969903554815858
candle,test,candle/Data/Images/Anomaly/000.JPG,candle/Data/Masks/Anomaly/000.png,1168,1284,1425,1499712,0.0009501824350275253
candle,test,candle/Data/Images/Anomaly/077.JPG,candle/Data/Masks/Anomaly/077.png,1168,1284,1406,1499712,0.000937513335893825
candle,test,candle/Data/Images/Anomaly/055.JPG,candle/Data/Masks/Anomaly/055.png,1168,1284,141,1499712,9.401805146588145e-05
candle,test,candle/Data/Images/Anomaly/049.JPG,candle/Data/Masks/Anomaly/049.png,1168,1284,130,1499712,8.66833098621602e-05
candle,test,candle/Data/Images/Anomaly/003.JPG,candle/Data/Masks/Anomaly/003.png,1168,1284,1839,1499712,0.0012262354372039432
candle,test,candle/Data/Images/Anomaly/062.JPG,candle/Data/Masks/Anomaly/062.png,1168,1284,5799,1499712,0.0038667424145435924
candle,test,candle/Data/Images/Anomaly/012.JPG,candle/Data/Masks/Anomaly/012.png,1168,1284,3321,1499712,0.0022144251696325696
candle,test,candle/Data/Images/Anomaly/026.JPG,candle/Data/Masks/Anomaly/026.png,1168,1284,2858,1499712,0.0019056992275850297
candle,test,candle/Data/Images/Anomaly/048.JPG,candle/Data/Masks/Anomaly/048.png,1168,1284,54,1499712,3.600691332735885e-05
candle,test,candle/Data/Images/Anomaly/083.JPG,candle/Data/Masks/Anomaly/083.png,1168,1284,1341,1499712,0.0008941716809627449
candle,test,candle/Data/Images/Anomaly/060.JPG,candle/Data/Masks/Anomaly/060.png,1168,1284,4459,1499712,0.002973237528272095
candle,test,candle/Data/Images/Anomaly/057.JPG,candle/Data/Masks/Anomaly/057.png,1168,1284,151,1499712,0.0001006859983783553
candle,test,candle/Data/Images/Anomaly/063.JPG,candle/Data/Masks/Anomaly/063.png,1168,1284,10834,1499712,0.007224053684974182
candle,test,candle/Data/Images/Anomaly/015.JPG,candle/Data/Masks/Anomaly/015.png,1168,1284,1736,1499712,0.0011575555840054625
candle,test,candle/Data/Images/Anomaly/032.JPG,candle/Data/Masks/Anomaly/032.png,1168,1284,930,1499712,0.0006201190628600692
candle,test,candle/Data/Images/Anomaly/008.JPG,candle/Data/Masks/Anomaly/008.png,1168,1284,2234,1499712,0.0014896193402466607
candle,test,candle/Data/Images/Anomaly/097.JPG,candle/Data/Masks/Anomaly/097.png,1168,1284,23411,1499712,0.015610330516792557
candle,test,candle/Data/Images/Anomaly/072.JPG,candle/Data/Masks/Anomaly/072.png,1168,1284,1318,1499712,0.000878835403064055
candle,test,candle/Data/Images/Anomaly/017.JPG,candle/Data/Masks/Anomaly/017.png,1168,1284,2784,1499712,0.0018563564204327231
capsules,train,capsules/Data/Images/Anomaly/053.JPG,capsules/Data/Masks/Anomaly/053.png,1000,1500,7621,1500000,0.0050806666666666665
capsules,train,capsules/Data/Images/Anomaly/037.JPG,capsules/Data/Masks/Anomaly/037.png,1000,1500,193,1500000,0.00012866666666666666
capsules,train,capsules/Data/Images/Anomaly/065.JPG,capsules/Data/Masks/Anomaly/065.png,1000,1500,21299,1500000,0.014199333333333333
capsules,train,capsules/Data/Images/Anomaly/051.JPG,capsules/Data/Masks/Anomaly/051.png,1000,1500,6683,1500000,0.004455333333333334
capsules,train,capsules/Data/Images/Anomaly/004.JPG,capsules/Data/Masks/Anomaly/004.png,1000,1500,1187,1500000,0.0007913333333333333
capsules,train,capsules/Data/Images/Anomaly/020.JPG,capsules/Data/Masks/Anomaly/020.png,1000,1500,2895,1500000,0.00193
capsules,train,capsules/Data/Images/Anomaly/038.JPG,capsules/Data/Masks/Anomaly/038.png,1000,1500,118,1500000,7.866666666666666e-05
capsules,train,capsules/Data/Images/Anomaly/009.JPG,capsules/Data/Masks/Anomaly/009.png,1000,1500,2242,1500000,0.0014946666666666667
capsules,train,capsules/Data/Images/Anomaly/010.JPG,capsules/Data/Masks/Anomaly/010.png,1000,1500,2647,1500000,0.0017646666666666668
capsules,train,capsules/Data/Images/Anomaly/081.JPG,capsules/Data/Masks/Anomaly/081.png,1000,1500,23119,1500000,0.015412666666666667
capsules,train,capsules/Data/Images/Anomaly/044.JPG,capsules/Data/Masks/Anomaly/044.png,1000,1500,171,1500000,0.000114
capsules,train,capsules/Data/Images/Anomaly/036.JPG,capsules/Data/Masks/Anomaly/036.png,1000,1500,347,1500000,0.00023133333333333334
capsules,train,capsules/Data/Images/Anomaly/084.JPG,capsules/Data/Masks/Anomaly/084.png,1000,1500,24121,1500000,0.016080666666666667
capsules,train,capsules/Data/Images/Anomaly/050.JPG,capsules/Data/Masks/Anomaly/050.png,1000,1500,5964,1500000,0.003976
capsules,train,capsules/Data/Images/Anomaly/096.JPG,capsules/Data/Masks/Anomaly/096.png,1000,1500,1610,1500000,0.0010733333333333333
capsules,train,capsules/Data/Images/Anomaly/090.JPG,capsules/Data/Masks/Anomaly/090.png,1000,1500,566,1500000,0.0003773333333333333
capsules,train,capsules/Data/Images/Anomaly/066.JPG,capsules/Data/Masks/Anomaly/066.png,1000,1500,20264,1500000,0.013509333333333333
capsules,train,capsules/Data/Images/Anomaly/016.JPG,capsules/Data/Masks/Anomaly/016.png,1000,1500,1935,1500000,0.00129
capsules,train,capsules/Data/Images/Anomaly/080.JPG,capsules/Data/Masks/Anomaly/080.png,1000,1500,23786,1500000,0.015857333333333334
capsules,train,capsules/Data/Images/Anomaly/033.JPG,capsules/Data/Masks/Anomaly/033.png,1000,1500,208,1500000,0.00013866666666666666
capsules,train,capsules/Data/Images/Anomaly/024.JPG,capsules/Data/Masks/Anomaly/024.png,1000,1500,1016,1500000,0.0006773333333333333
capsules,train,capsules/Data/Images/Anomaly/052.JPG,capsules/Data/Masks/Anomaly/052.png,1000,1500,13557,1500000,0.009038
capsules,train,capsules/Data/Images/Anomaly/091.JPG,capsules/Data/Masks/Anomaly/091.png,1000,1500,798,1500000,0.000532
capsules,train,capsules/Data/Images/Anomaly/099.JPG,capsules/Data/Masks/Anomaly/099.png,1000,1500,1993,1500000,0.0013286666666666666
capsules,train,capsules/Data/Images/Anomaly/064.JPG,capsules/Data/Masks/Anomaly/064.png,1000,1500,16354,1500000,0.010902666666666666
capsules,train,capsules/Data/Images/Anomaly/005.JPG,capsules/Data/Masks/Anomaly/005.png,1000,1500,842,1500000,0.0005613333333333333
capsules,train,capsules/Data/Images/Anomaly/058.JPG,capsules/Data/Masks/Anomaly/058.png,1000,1500,13908,1500000,0.009272
capsules,train,capsules/Data/Images/Anomaly/076.JPG,capsules/Data/Masks/Anomaly/076.png,1000,1500,23923,1500000,0.015948666666666667
capsules,train,capsules/Data/Images/Anomaly/039.JPG,capsules/Data/Masks/Anomaly/039.png,1000,1500,209,1500000,0.00013933333333333332
capsules,train,capsules/Data/Images/Anomaly/079.JPG,capsules/Data/Masks/Anomaly/079.png,1000,1500,24953,1500000,0.016635333333333332
capsules,train,capsules/Data/Images/Anomaly/023.JPG,capsules/Data/Masks/Anomaly/023.png,1000,1500,767,1500000,0.0005113333333333334
capsules,train,capsules/Data/Images/Anomaly/094.JPG,capsules/Data/Masks/Anomaly/094.png,1000,1500,568,1500000,0.0003786666666666667
capsules,train,capsules/Data/Images/Anomaly/030.JPG,capsules/Data/Masks/Anomaly/030.png,1000,1500,185,1500000,0.00012333333333333334
capsules,train,capsules/Data/Images/Anomaly/073.JPG,capsules/Data/Masks/Anomaly/073.png,1000,1500,23786,1500000,0.015857333333333334
capsules,train,capsules/Data/Images/Anomaly/025.JPG,capsules/Data/Masks/Anomaly/025.png,1000,1500,2291,1500000,0.0015273333333333332
capsules,train,capsules/Data/Images/Anomaly/047.JPG,capsules/Data/Masks/Anomaly/047.png,1000,1500,10006,1500000,0.006670666666666667
capsules,train,capsules/Data/Images/Anomaly/031.JPG,capsules/Data/Masks/Anomaly/031.png,1000,1500,154,1500000,0.00010266666666666666
capsules,train,capsules/Data/Images/Anomaly/045.JPG,capsules/Data/Masks/Anomaly/045.png,1000,1500,8696,1500000,0.005797333333333333
capsules,train,capsules/Data/Images/Anomaly/019.JPG,capsules/Data/Masks/Anomaly/019.png,1000,1500,2088,1500000,0.001392
capsules,train,capsules/Data/Images/Anomaly/087.JPG,capsules/Data/Masks/Anomaly/087.png,1000,1500,527,1500000,0.0003513333333333333
capsules,train,capsules/Data/Images/Anomaly/042.JPG,capsules/Data/Masks/Anomaly/042.png,1000,1500,236,1500000,0.00015733333333333333
capsules,train,capsules/Data/Images/Anomaly/068.JPG,capsules/Data/Masks/Anomaly/068.png,1000,1500,25095,1500000,0.01673
capsules,train,capsules/Data/Images/Anomaly/095.JPG,capsules/Data/Masks/Anomaly/095.png,1000,1500,1235,1500000,0.0008233333333333334
capsules,train,capsules/Data/Images/Anomaly/021.JPG,capsules/Data/Masks/Anomaly/021.png,1000,1500,1040,1500000,0.0006933333333333333
capsules,train,capsules/Data/Images/Anomaly/007.JPG,capsules/Data/Masks/Anomaly/007.png,1000,1500,861,1500000,0.000574
capsules,train,capsules/Data/Images/Anomaly/067.JPG,capsules/Data/Masks/Anomaly/067.png,1000,1500,22897,1500000,0.015264666666666666
capsules,train,capsules/Data/Images/Anomaly/046.JPG,capsules/Data/Masks/Anomaly/046.png,1000,1500,6417,1500000,0.004278
capsules,train,capsules/Data/Images/Anomaly/082.JPG,capsules/Data/Masks/Anomaly/082.png,1000,1500,22966,1500000,0.015310666666666667
capsules,train,capsules/Data/Images/Anomaly/011.JPG,capsules/Data/Masks/Anomaly/011.png,1000,1500,2716,1500000,0.0018106666666666666
capsules,train,capsules/Data/Images/Anomaly/006.JPG,capsules/Data/Masks/Anomaly/006.png,1000,1500,2357,1500000,0.0015713333333333334
capsules,train,capsules/Data/Images/Anomaly/041.JPG,capsules/Data/Masks/Anomaly/041.png,1000,1500,208,1500000,0.00013866666666666666
capsules,train,capsules/Data/Images/Anomaly/086.JPG,capsules/Data/Masks/Anomaly/086.png,1000,1500,999,1500000,0.000666
capsules,train,capsules/Data/Images/Anomaly/088.JPG,capsules/Data/Masks/Anomaly/088.png,1000,1500,1347,1500000,0.000898
capsules,train,capsules/Data/Images/Anomaly/070.JPG,capsules/Data/Masks/Anomaly/070.png,1000,1500,24796,1500000,0.016530666666666666
capsules,train,capsules/Data/Images/Anomaly/018.JPG,capsules/Data/Masks/Anomaly/018.png,1000,1500,3847,1500000,0.0025646666666666665
capsules,train,capsules/Data/Images/Anomaly/078.JPG,capsules/Data/Masks/Anomaly/078.png,1000,1500,26786,1500000,0.017857333333333333
capsules,train,capsules/Data/Images/Anomaly/071.JPG,capsules/Data/Masks/Anomaly/071.png,1000,1500,24670,1500000,0.016446666666666665
capsules,train,capsules/Data/Images/Anomaly/059.JPG,capsules/Data/Masks/Anomaly/059.png,1000,1500,26828,1500000,0.017885333333333333
capsules,train,capsules/Data/Images/Anomaly/043.JPG,capsules/Data/Masks/Anomaly/043.png,1000,1500,263,1500000,0.00017533333333333333
capsules,train,capsules/Data/Images/Anomaly/061.JPG,capsules/Data/Masks/Anomaly/061.png,1000,1500,10271,1500000,0.006847333333333334
capsules,test,capsules/Data/Images/Anomaly/022.JPG,capsules/Data/Masks/Anomaly/022.png,1000,1500,1282,1500000,0.0008546666666666667
capsules,test,capsules/Data/Images/Anomaly/014.JPG,capsules/Data/Masks/Anomaly/014.png,1000,1500,1703,1500000,0.0011353333333333332
capsules,test,capsules/Data/Images/Anomaly/035.JPG,capsules/Data/Masks/Anomaly/035.png,1000,1500,160,1500000,0.00010666666666666667
capsules,test,capsules/Data/Images/Anomaly/093.JPG,capsules/Data/Masks/Anomaly/093.png,1000,1500,965,1500000,0.0006433333333333333
capsules,test,capsules/Data/Images/Anomaly/056.JPG,capsules/Data/Masks/Anomaly/056.png,1000,1500,24137,1500000,0.016091333333333332
capsules,test,capsules/Data/Images/Anomaly/028.JPG,capsules/Data/Masks/Anomaly/028.png,1000,1500,2235,1500000,0.00149
capsules,test,capsules/Data/Images/Anomaly/098.JPG,capsules/Data/Masks/Anomaly/098.png,1000,1500,1370,1500000,0.0009133333333333334
capsules,test,capsules/Data/Images/Anomaly/054.JPG,capsules/Data/Masks/Anomaly/054.png,1000,1500,9719,1500000,0.0064793333333333335
capsules,test,capsules/Data/Images/Anomaly/027.JPG,capsules/Data/Masks/Anomaly/027.png,1000,1500,400,1500000,0.0002666666666666667
capsules,test,capsules/Data/Images/Anomaly/089.JPG,capsules/Data/Masks/Anomaly/089.png,1000,1500,806,1500000,0.0005373333333333333
capsules,test,capsules/Data/Images/Anomaly/001.JPG,capsules/Data/Masks/Anomaly/001.png,1000,1500,1067,1500000,0.0007113333333333333
capsules,test,capsules/Data/Images/Anomaly/069.JPG,capsules/Data/Masks/Anomaly/069.png,1000,1500,24853,1500000,0.016568666666666666
capsules,test,capsules/Data/Images/Anomaly/074.JPG,capsules/Data/Masks/Anomaly/074.png,1000,1500,26070,1500000,0.01738
capsules,test,capsules/Data/Images/Anomaly/002.JPG,capsules/Data/Masks/Anomaly/002.png,1000,1500,2065,1500000,0.0013766666666666667
capsules,test,capsules/Data/Images/Anomaly/085.JPG,capsules/Data/Masks/Anomaly/085.png,1000,1500,7178,1500000,0.004785333333333333
capsules,test,capsules/Data/Images/Anomaly/040.JPG,capsules/Data/Masks/Anomaly/040.png,1000,1500,138,1500000,9.2e-05
capsules,test,capsules/Data/Images/Anomaly/013.JPG,capsules/Data/Masks/Anomaly/013.png,1000,1500,2080,1500000,0.0013866666666666667
capsules,test,capsules/Data/Images/Anomaly/075.JPG,capsules/Data/Masks/Anomaly/075.png,1000,1500,24146,1500000,0.016097333333333335
capsules,test,capsules/Data/Images/Anomaly/029.JPG,capsules/Data/Masks/Anomaly/029.png,1000,1500,600,1500000,0.0004
capsules,test,capsules/Data/Images/Anomaly/034.JPG,capsules/Data/Masks/Anomaly/034.png,1000,1500,168,1500000,0.000112
capsules,test,capsules/Data/Images/Anomaly/092.JPG,capsules/Data/Masks/Anomaly/092.png,1000,1500,439,1500000,0.00029266666666666666
capsules,test,capsules/Data/Images/Anomaly/000.JPG,capsules/Data/Masks/Anomaly/000.png,1000,1500,837,1500000,0.000558
capsules,test,capsules/Data/Images/Anomaly/077.JPG,capsules/Data/Masks/Anomaly/077.png,1000,1500,24082,1500000,0.016054666666666665
capsules,test,capsules/Data/Images/Anomaly/055.JPG,capsules/Data/Masks/Anomaly/055.png,1000,1500,8151,1500000,0.005434
capsules,test,capsules/Data/Images/Anomaly/049.JPG,capsules/Data/Masks/Anomaly/049.png,1000,1500,13072,1500000,0.008714666666666667
capsules,test,capsules/Data/Images/Anomaly/003.JPG,capsules/Data/Masks/Anomaly/003.png,1000,1500,2472,1500000,0.001648
capsules,test,capsules/Data/Images/Anomaly/062.JPG,capsules/Data/Masks/Anomaly/062.png,1000,1500,13529,1500000,0.009019333333333334
capsules,test,capsules/Data/Images/Anomaly/012.JPG,capsules/Data/Masks/Anomaly/012.png,1000,1500,1987,1500000,0.0013246666666666667
capsules,test,capsules/Data/Images/Anomaly/026.JPG,capsules/Data/Masks/Anomaly/026.png,1000,1500,2046,1500000,0.001364
capsules,test,capsules/Data/Images/Anomaly/048.JPG,capsules/Data/Masks/Anomaly/048.png,1000,1500,12778,1500000,0.008518666666666667
capsules,test,capsules/Data/Images/Anomaly/083.JPG,capsules/Data/Masks/Anomaly/083.png,1000,1500,24961,1500000,0.016640666666666668
capsules,test,capsules/Data/Images/Anomaly/060.JPG,capsules/Data/Masks/Anomaly/060.png,1000,1500,10504,1500000,0.007002666666666667
capsules,test,capsules/Data/Images/Anomaly/057.JPG,capsules/Data/Masks/Anomaly/057.png,1000,1500,28667,1500000,0.019111333333333334
capsules,test,capsules/Data/Images/Anomaly/063.JPG,capsules/Data/Masks/Anomaly/063.png,1000,1500,9196,1500000,0.006130666666666667
capsules,test,capsules/Data/Images/Anomaly/015.JPG,capsules/Data/Masks/Anomaly/015.png,1000,1500,1900,1500000,0.0012666666666666666
capsules,test,capsules/Data/Images/Anomaly/032.JPG,capsules/Data/Masks/Anomaly/032.png,1000,1500,253,1500000,0.00016866666666666666
capsules,test,capsules/Data/Images/Anomaly/008.JPG,capsules/Data/Masks/Anomaly/008.png,1000,1500,911,1500000,0.0006073333333333333
capsules,test,capsules/Data/Images/Anomaly/097.JPG,capsules/Data/Masks/Anomaly/097.png,1000,1500,1458,1500000,0.000972
capsules,test,capsules/Data/Images/Anomaly/072.JPG,capsules/Data/Masks/Anomaly/072.png,1000,1500,25576,1500000,0.017050666666666665
capsules,test,capsules/Data/Images/Anomaly/017.JPG,capsules/Data/Masks/Anomaly/017.png,1000,1500,2951,1500000,0.0019673333333333335
